ClaimID,PolicyID,IncidentDate,SettlementDate,TurnaroundDays,ClaimType,ClaimAmount,ClaimStatus,RepudiationReason
CLM-50552,POL-103995,2025-11-18,2025-12-04,16,Geyser Burst / Water Damage,29125.54,Settled,
CLM-50553,POL-102028,2025-02-22,2025-03-27,33,Fleet Heavy Collision,266947.34,Settled,
CLM-50554,POL-103588,2024-09-04,2024-09-10,6,Storm / Roof Damage,20277.71,Approved,
CLM-50555,POL-103381,2025-02-10,,,Fleet Hail Damage,163801.74,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50556,POL-103901,2024-08-20,2024-09-08,19,Driver Vehicle Rollover,611541.23,Settled,
CLM-50557,POL-104839,2025-12-12,2025-12-26,14,Third Party Liability,38844.45,Settled,
CLM-50558,POL-100760,2024-04-26,2024-05-06,10,Hail Damage,18745.27,Settled,
CLM-50559,POL-104003,2024-09-07,2024-10-03,26,Cargo Loss in Transit,203664.98,Settled,
CLM-50560,POL-103417,2024-10-30,2024-11-12,13,Vehicle Theft / Hijack,227211.29,Settled,
CLM-50561,POL-102193,2025-10-08,,,Agricultural Machinery Breakdown,149047.95,Repudiated,Material Non-Disclosure at Inception
CLM-50562,POL-102962,2025-09-13,2025-10-05,22,Storm / Roof Damage,31031.98,Settled,
CLM-50563,POL-103132,2025-07-22,2025-08-02,11,Geyser Burst / Water Damage,10517.62,Settled,
CLM-50564,POL-101281,2025-11-14,2025-12-01,17,Hail Damage,35716.62,Settled,
CLM-50565,POL-103986,2025-01-29,2025-03-04,34,Vehicle Collision,247011.74,Settled,
CLM-50566,POL-101432,2025-08-11,2025-09-06,26,Farm Property Fire,429521.06,Settled,
CLM-50567,POL-101587,2025-01-27,2025-02-21,25,Geyser Burst / Water Damage,203248.67,Settled,
CLM-50568,POL-100556,2025-02-04,2025-02-18,14,Vehicle Theft / Hijack,118483.75,Settled,
CLM-50569,POL-100091,2025-08-12,2025-09-02,21,Accidental Damage,41031.06,Settled,
CLM-50570,POL-100195,2024-10-09,,,Housebreaking / Theft,86788.14,Under Investigation,
CLM-50571,POL-103815,2025-07-09,2025-07-23,14,Third Party Liability,33575.31,Settled,
CLM-50572,POL-103041,2025-03-08,2025-03-17,9,Windscreen Replacement,8466.82,Settled,
CLM-50573,POL-103673,2024-07-01,2024-07-15,14,Third Party Liability,16449.46,Settled,
CLM-50574,POL-103540,2025-04-22,2025-04-27,5,Windscreen Replacement,6141.1,Settled,
CLM-50575,POL-104183,2024-10-13,2024-10-25,12,Windscreen Replacement,13495.75,Settled,
CLM-50576,POL-101822,2025-08-10,2025-08-30,20,Major Fleet Theft,219307.01,Settled,
CLM-50577,POL-104875,2024-11-03,2024-11-20,17,Business Interruption,136265.76,Settled,
CLM-50578,POL-103773,2024-10-16,2024-10-28,12,Windscreen Replacement,9742.96,Approved,
CLM-50579,POL-104601,2025-08-16,,,Hail Damage,49503.26,Under Investigation,
CLM-50580,POL-103019,2024-11-23,2024-12-22,29,Vehicle Collision,51695.17,Settled,
CLM-50581,POL-101350,2024-11-07,2024-12-03,26,Commercial Fire Damage,606104.1,Settled,
CLM-50582,POL-103325,2025-02-26,2025-03-21,23,Farm Property Fire,520045.73,Approved,
CLM-50583,POL-102542,2025-06-27,2025-07-16,19,Windscreen Replacement,6660.73,Settled,
CLM-50584,POL-100958,2025-06-08,2025-06-18,10,Geyser Burst / Water Damage,36232.7,Settled,
CLM-50585,POL-104298,2025-03-13,2025-04-01,19,Crop Hail Damage,102674.08,Settled,
CLM-50586,POL-102643,2025-02-22,2025-03-04,10,Accidental Damage,38903.09,Settled,
CLM-50587,POL-100499,2025-01-02,2025-01-27,25,Vehicle Collision,120826.72,Settled,
CLM-50588,POL-104963,2024-06-18,2024-07-05,17,Fleet Heavy Collision,93369.13,Settled,
CLM-50589,POL-102879,2024-12-11,2025-01-06,26,Geyser Burst / Water Damage,206540.68,Approved,
CLM-50590,POL-104696,2024-12-28,2025-01-12,15,Accidental Damage,27798.44,Settled,
CLM-50591,POL-100377,2024-01-30,2024-02-21,22,Storm / Roof Damage,79418.38,Settled,
CLM-50592,POL-101122,2025-08-30,2025-09-09,10,Power Surge,3974.88,Settled,
CLM-50593,POL-101905,2025-10-29,2025-12-05,37,Agricultural Machinery Breakdown,211834.41,Settled,
CLM-50594,POL-101428,2025-04-02,2025-04-16,14,Storm / Roof Damage,35169.1,Approved,
CLM-50595,POL-100100,2025-02-21,2025-03-13,20,Vehicle Collision,28275.76,Settled,
CLM-50596,POL-103968,2024-08-04,2024-08-21,17,Accidental Damage,11280.97,Settled,
CLM-50597,POL-100774,2025-09-05,2025-09-22,17,Major Fleet Theft,634074.06,Settled,
CLM-50598,POL-103183,2025-03-12,2025-03-27,15,Windscreen Replacement,12311.85,Settled,
CLM-50599,POL-101898,2025-02-02,2025-02-15,13,Vehicle Theft / Hijack,189612.88,Settled,
CLM-50600,POL-104197,2025-06-08,2025-06-19,11,Vehicle Theft / Hijack,161573.44,Settled,
CLM-50601,POL-101265,2025-06-11,2025-06-26,15,Building Storm Inundation,125915.29,Settled,
CLM-50602,POL-100864,2024-12-10,2024-12-20,10,Vehicle Collision,49387.9,Settled,
CLM-50603,POL-100635,2025-06-27,2025-07-02,5,Storm / Roof Damage,10867.97,Settled,
CLM-50604,POL-102259,2024-12-22,,,Hail Damage,52147.98,Under Investigation,
CLM-50605,POL-100624,2025-12-30,2026-01-26,27,Fleet Hail Damage,102852.38,Settled,
CLM-50606,POL-103828,2024-05-23,2024-06-03,11,Third Party Liability,15141.49,Settled,
CLM-50607,POL-101546,2025-06-09,2025-06-23,14,Cargo Loss in Transit,308695.95,Approved,
CLM-50608,POL-103156,2024-11-11,2024-11-27,16,Vehicle Collision,91991.02,Settled,
CLM-50609,POL-104722,2025-06-16,,,Geyser Burst / Water Damage,38724.57,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50610,POL-101128,2025-07-26,,,Housebreaking / Theft,69584.8,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50611,POL-103039,2025-10-21,2025-10-27,6,Accidental Damage,23448.71,Approved,
CLM-50612,POL-101290,2025-07-13,2025-07-31,18,Geyser Burst / Water Damage,23490.43,Approved,
CLM-50613,POL-104302,2025-01-28,,,Hail Damage,28048.42,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50614,POL-103454,2025-12-09,,,Vehicle Collision,27813.88,Under Investigation,
CLM-50615,POL-100760,2024-05-29,2024-06-17,19,Hail Damage,31420.86,Approved,
CLM-50616,POL-104421,2024-05-08,2024-05-24,16,Vehicle Theft / Hijack,294690.06,Approved,
CLM-50617,POL-100115,2024-05-24,2024-06-10,17,Business Interruption,189613.06,Approved,
CLM-50618,POL-100646,2025-11-17,2025-11-25,8,Geyser Burst / Water Damage,23307.69,Settled,
CLM-50619,POL-102770,2024-08-26,2024-09-10,15,Driver Vehicle Rollover,584720.28,Settled,
CLM-50620,POL-100100,2025-10-27,,,Windscreen Replacement,10900.04,Repudiated,Material Non-Disclosure at Inception
CLM-50621,POL-103893,2024-06-01,2024-07-05,34,Driver Vehicle Rollover,477665.95,Settled,
CLM-50622,POL-104655,2025-09-24,2025-10-09,15,Accidental Damage,14103.94,Settled,
CLM-50623,POL-102340,2025-03-04,2025-03-12,8,Windscreen Replacement,10057.49,Settled,
CLM-50624,POL-103873,2025-04-25,,,Vehicle Theft / Hijack,245131.07,Repudiated,Material Non-Disclosure at Inception
CLM-50625,POL-104550,2024-11-21,2024-12-10,19,Vehicle Collision,15936.46,Settled,
CLM-50626,POL-102942,2024-10-13,2024-10-25,12,Geyser Burst / Water Damage,14016.98,Settled,
CLM-50627,POL-103420,2025-06-08,,,Vehicle Theft / Hijack,163638.82,Under Investigation,
CLM-50628,POL-100123,2025-03-18,2025-04-04,17,Vehicle Theft / Hijack,109504.54,Settled,
CLM-50629,POL-103327,2025-04-25,2025-05-08,13,Housebreaking / Theft,46063.53,Approved,
CLM-50630,POL-101618,2025-03-09,2025-03-29,20,Third Party Liability,55296.54,Settled,
CLM-50631,POL-104672,2025-06-21,2025-06-26,5,Power Surge,7431.26,Settled,
CLM-50632,POL-103224,2024-08-17,2024-09-01,15,Machinery Breakdown,71092.62,Approved,
CLM-50633,POL-103099,2025-05-28,2025-06-08,11,Housebreaking / Theft,64974.48,Settled,
CLM-50634,POL-101529,2024-11-21,2024-12-14,23,Storm / Roof Damage,13556.94,Settled,
CLM-50635,POL-104440,2024-10-19,,,Third Party Liability,52414.22,Repudiated,Failure to Take Reasonable Precautions
CLM-50636,POL-103859,2024-11-29,2024-12-08,9,Hail Damage,47544.87,Settled,
CLM-50637,POL-100073,2025-08-30,2025-09-04,5,Housebreaking / Theft,142063.92,Settled,
CLM-50638,POL-104387,2025-07-18,,,Agricultural Machinery Breakdown,231939.39,Repudiated,Fraudulent / Inflated Claim
CLM-50639,POL-101960,2025-09-10,2025-09-27,17,Housebreaking / Theft,141906.84,Settled,
CLM-50640,POL-101058,2024-02-03,2024-03-07,33,Severe Drought / Heat Stress,90527.83,Settled,
CLM-50641,POL-102201,2025-05-17,2025-06-02,16,Vehicle Collision,41471.06,Approved,
CLM-50642,POL-100644,2024-07-05,2024-07-24,19,Geyser Burst / Water Damage,16729.48,Approved,
CLM-50643,POL-101678,2025-05-12,,,Power Surge,4568.23,Repudiated,Fraudulent / Inflated Claim
CLM-50644,POL-102589,2024-10-29,2024-11-09,11,Hail Damage,54805.76,Settled,
CLM-50645,POL-101262,2025-07-23,2025-08-02,10,Vehicle Collision,17016.27,Settled,
CLM-50646,POL-100132,2024-04-12,2024-04-22,10,Third Party Liability,56777.51,Settled,
CLM-50647,POL-102927,2025-03-18,2025-04-09,22,Premises Liability,157081.64,Approved,
CLM-50648,POL-103078,2025-09-19,2025-10-14,25,Machinery Breakdown,188028.89,Settled,
CLM-50649,POL-103559,2025-03-21,2025-03-30,9,Storm / Roof Damage,33842.03,Settled,
CLM-50650,POL-104209,2025-06-23,2025-07-12,19,Hail Damage,20541.25,Settled,
CLM-50651,POL-102740,2024-08-11,2024-09-13,33,Business Interruption,157127.95,Settled,
CLM-50652,POL-101593,2025-03-10,2025-03-31,21,Commercial Fire Damage,328297.01,Settled,
CLM-50653,POL-101964,2025-03-05,2025-03-27,22,Major Fleet Theft,153771.14,Settled,
CLM-50654,POL-102233,2025-10-07,2025-10-23,16,Vehicle Theft / Hijack,252976.0,Settled,
CLM-50655,POL-104539,2024-11-16,2024-12-01,15,Third Party Liability,26763.83,Settled,
CLM-50656,POL-104264,2024-09-05,2024-09-18,13,Commercial Fire Damage,481657.45,Approved,
CLM-50657,POL-102670,2024-10-04,2024-10-29,25,Fleet Heavy Collision,201084.11,Settled,
CLM-50658,POL-101618,2024-11-24,2024-12-06,12,Storm / Roof Damage,17906.15,Approved,
CLM-50659,POL-100293,2025-01-06,2025-01-15,9,Windscreen Replacement,12047.12,Settled,
CLM-50660,POL-102244,2024-08-17,2024-08-22,5,Vehicle Collision,49042.39,Settled,
CLM-50661,POL-100698,2025-04-12,2025-05-07,25,Business Interruption,103166.99,Settled,
CLM-50662,POL-103931,2025-07-24,,,Driver Vehicle Rollover,571719.21,Repudiated,Fraudulent / Inflated Claim
CLM-50663,POL-104082,2024-05-03,2024-05-15,12,Geyser Burst / Water Damage,16880.15,Settled,
CLM-50664,POL-102072,2024-08-22,,,Premises Liability,183930.05,Repudiated,Failure to Take Reasonable Precautions
CLM-50665,POL-103983,2024-01-20,2024-02-04,15,Vehicle Collision,21477.0,Settled,
CLM-50666,POL-102579,2025-02-26,2025-03-14,16,Windscreen Replacement,11445.05,Settled,
CLM-50667,POL-104626,2024-08-29,2024-10-05,37,Severe Drought / Heat Stress,143790.02,Settled,
CLM-50668,POL-104315,2024-03-19,2024-04-03,15,Power Surge,14452.91,Settled,
CLM-50669,POL-101119,2024-12-22,2025-01-04,13,Storm / Roof Damage,39922.2,Settled,
CLM-50670,POL-101855,2024-08-26,,,Vehicle Theft / Hijack,119339.62,Under Investigation,
CLM-50671,POL-102458,2025-12-31,,,Hail Damage,17406.15,Under Investigation,
CLM-50672,POL-101429,2025-07-26,,,Building Storm Inundation,51757.94,Repudiated,Fraudulent / Inflated Claim
CLM-50673,POL-103744,2024-06-17,2024-06-26,9,Windscreen Replacement,11362.48,Settled,
CLM-50674,POL-104478,2025-05-29,2025-06-13,15,Power Surge,8317.7,Settled,
CLM-50675,POL-104230,2025-03-04,2025-03-17,13,Vehicle Collision,29709.81,Settled,
CLM-50676,POL-103006,2025-03-27,2025-04-13,17,Geyser Burst / Water Damage,40776.54,Settled,
CLM-50677,POL-101193,2025-02-19,,,Third Party Liability,48222.41,Repudiated,Material Non-Disclosure at Inception
CLM-50678,POL-104593,2024-12-07,2025-01-08,32,Crop Hail Damage,120144.31,Settled,
CLM-50679,POL-104580,2025-06-02,2025-06-30,28,Machinery Breakdown,67054.44,Settled,
CLM-50680,POL-102228,2024-12-16,2025-01-04,19,Geyser Burst / Water Damage,241871.02,Settled,
CLM-50681,POL-103064,2025-04-02,,,Accidental Damage,14898.24,Under Investigation,
CLM-50682,POL-100311,2025-09-17,2025-09-24,7,Power Surge,13183.1,Settled,
CLM-50683,POL-104628,2025-05-29,2025-06-09,11,Housebreaking / Theft,133213.3,Settled,
CLM-50684,POL-102254,2024-12-31,2025-01-17,17,Storm / Roof Damage,52400.95,Settled,
CLM-50685,POL-104791,2024-05-11,,,Vehicle Collision,48723.53,Under Investigation,
CLM-50686,POL-102992,2024-09-20,,,Housebreaking / Theft,48927.05,Under Investigation,
CLM-50687,POL-103316,2024-08-13,2024-09-11,29,Farm Property Fire,445571.14,Settled,
CLM-50688,POL-100162,2025-07-23,2025-08-17,25,Major Fleet Theft,283782.75,Settled,
CLM-50689,POL-104509,2025-04-29,2025-05-17,18,Vehicle Collision,28082.19,Settled,
CLM-50690,POL-103076,2025-08-06,2025-08-25,19,Driver Vehicle Rollover,188823.29,Settled,
CLM-50691,POL-102105,2025-07-23,2025-07-31,8,Accidental Damage,34299.53,Approved,
CLM-50692,POL-103500,2025-07-04,2025-07-17,13,Vehicle Theft / Hijack,202438.06,Settled,
CLM-50693,POL-103930,2025-10-05,2025-11-05,31,Severe Drought / Heat Stress,151430.99,Settled,
CLM-50694,POL-103072,2024-11-15,2024-12-01,16,Fleet Hail Damage,183953.94,Settled,
CLM-50695,POL-100623,2025-05-13,2025-05-25,12,Storm / Roof Damage,30701.61,Settled,
CLM-50696,POL-102539,2025-06-20,2025-06-29,9,Vehicle Theft / Hijack,136111.32,Approved,
CLM-50697,POL-100112,2025-05-21,2025-05-25,4,Vehicle Theft / Hijack,111614.68,Settled,
CLM-50698,POL-100701,2024-07-14,2024-07-30,16,Third Party Liability,56482.8,Settled,
CLM-50699,POL-102622,2025-08-01,2025-08-25,24,Cargo Loss in Transit,187350.88,Approved,
CLM-50700,POL-101337,2024-08-28,,,Agricultural Machinery Breakdown,35519.84,Under Investigation,
CLM-50701,POL-104472,2025-03-04,2025-03-28,24,Commercial Fire Damage,587524.83,Approved,
CLM-50702,POL-100158,2025-07-08,2025-07-18,10,Accidental Damage,41390.33,Settled,
CLM-50703,POL-104102,2024-08-03,2024-08-13,10,Third Party Liability,32892.71,Settled,
CLM-50704,POL-104873,2025-09-24,2025-10-24,30,Machinery Breakdown,74948.69,Settled,
CLM-50705,POL-100310,2025-10-25,2025-11-12,18,Fleet Hail Damage,177226.96,Settled,
CLM-50706,POL-103686,2024-06-19,2024-07-10,21,Building Storm Inundation,128971.34,Settled,
CLM-50707,POL-103299,2025-06-15,2025-06-22,7,Accidental Damage,39113.07,Settled,
CLM-50708,POL-103997,2024-10-05,2024-10-25,20,Storm / Roof Damage,15852.75,Settled,
CLM-50709,POL-104168,2025-07-17,2025-07-30,13,Vehicle Collision,43180.13,Settled,
CLM-50710,POL-100818,2024-11-12,2024-11-29,17,Vehicle Collision,50487.88,Settled,
CLM-50711,POL-103531,2024-01-17,2024-02-17,31,Severe Drought / Heat Stress,139219.16,Settled,
CLM-50712,POL-104571,2025-11-06,2025-12-02,26,Vehicle Collision,149040.49,Approved,
CLM-50713,POL-104043,2025-05-13,2025-06-06,24,Storm / Roof Damage,36473.48,Settled,
CLM-50714,POL-102500,2025-02-09,,,Cargo Loss in Transit,131527.77,Under Investigation,
CLM-50715,POL-104228,2024-05-28,2024-06-10,13,Housebreaking / Theft,98407.8,Settled,
CLM-50716,POL-104199,2025-05-06,,,Fleet Hail Damage,263076.44,Repudiated,Failure to Take Reasonable Precautions
CLM-50717,POL-102248,2025-06-17,2025-07-03,16,Third Party Liability,40474.94,Settled,
CLM-50718,POL-104967,2025-01-25,,,Storm / Roof Damage,28264.83,Under Investigation,
CLM-50719,POL-102033,2024-09-18,,,Vehicle Theft / Hijack,254887.26,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50720,POL-101110,2024-07-20,2024-07-31,11,Vehicle Collision,34777.13,Approved,
CLM-50721,POL-100049,2025-01-28,2025-02-12,15,Storm / Roof Damage,52410.77,Settled,
CLM-50722,POL-102206,2025-06-09,2025-06-22,13,Geyser Burst / Water Damage,27503.88,Settled,
CLM-50723,POL-100277,2025-11-08,2025-11-30,22,Fleet Hail Damage,195363.46,Settled,
CLM-50724,POL-101693,2025-11-26,,,Storm / Roof Damage,64942.83,Repudiated,Fraudulent / Inflated Claim
CLM-50725,POL-103475,2025-10-12,2025-10-27,15,Vehicle Theft / Hijack,301324.77,Settled,
CLM-50726,POL-100249,2025-08-07,2025-08-23,16,Hail Damage,52271.78,Settled,
CLM-50727,POL-100746,2025-05-31,2025-06-13,13,Vehicle Collision,20127.18,Approved,
CLM-50728,POL-102196,2025-12-05,2025-12-19,14,Hail Damage,164864.77,Settled,
CLM-50729,POL-104399,2024-08-02,2024-08-15,13,Accidental Damage,16067.96,Settled,
CLM-50730,POL-102482,2025-09-04,2025-09-28,24,Fleet Hail Damage,234455.95,Settled,
CLM-50731,POL-103361,2025-08-07,2025-08-17,10,Vehicle Collision,21042.04,Settled,
CLM-50732,POL-104857,2025-03-29,2025-04-16,18,Vehicle Theft / Hijack,123726.42,Settled,
CLM-50733,POL-100457,2025-05-15,2025-05-20,5,Storm / Roof Damage,38006.59,Approved,
CLM-50734,POL-100181,2025-06-27,2025-07-20,23,Power Surge,9039.84,Settled,
CLM-50735,POL-102789,2025-05-10,2025-06-14,35,Farm Property Fire,498895.45,Settled,
CLM-50736,POL-104056,2025-03-10,2025-03-30,20,Fleet Hail Damage,276445.31,Settled,
CLM-50737,POL-100185,2025-08-26,2025-09-07,12,Vehicle Collision,32570.61,Settled,
CLM-50738,POL-103161,2025-05-28,2025-06-20,23,Fleet Hail Damage,70617.09,Settled,
CLM-50739,POL-102929,2025-10-10,2025-11-05,26,Building Storm Inundation,49783.9,Settled,
CLM-50740,POL-103445,2025-06-18,2025-06-26,8,Power Surge,8426.36,Settled,
CLM-50741,POL-104618,2025-03-29,2025-04-16,18,Housebreaking / Theft,98882.12,Settled,
CLM-50742,POL-100810,2025-08-12,2025-09-09,28,Premises Liability,121183.92,Settled,
CLM-50743,POL-103099,2025-07-19,2025-08-06,18,Accidental Damage,12829.76,Settled,
CLM-50744,POL-101768,2025-06-16,2025-06-27,11,Vehicle Theft / Hijack,166927.21,Settled,
CLM-50745,POL-104303,2024-04-05,2024-04-16,11,Vehicle Theft / Hijack,274608.25,Settled,
CLM-50746,POL-103453,2025-04-13,2025-04-30,17,Storm / Roof Damage,23387.76,Settled,
CLM-50747,POL-100346,2024-11-07,,,Vehicle Collision,36740.73,Under Investigation,
CLM-50748,POL-102569,2024-09-18,2024-10-07,19,Accidental Damage,9845.48,Approved,
CLM-50749,POL-102170,2025-10-19,2025-11-17,29,Agricultural Machinery Breakdown,170286.5,Settled,
CLM-50750,POL-100063,2024-09-21,2024-10-04,13,Storm / Roof Damage,26207.36,Settled,
CLM-50751,POL-100087,2025-01-19,,,Crop Hail Damage,199735.67,Repudiated,Failure to Take Reasonable Precautions
CLM-50752,POL-102186,2025-08-20,2025-09-09,20,Vehicle Collision,40712.05,Settled,
CLM-50753,POL-102276,2025-07-12,,,Windscreen Replacement,5322.66,Repudiated,Fraudulent / Inflated Claim
CLM-50754,POL-101705,2024-10-04,2024-11-01,28,Commercial Fire Damage,152691.8,Settled,
CLM-50755,POL-102914,2025-04-02,2025-04-18,16,Farm Property Fire,439583.38,Settled,
CLM-50756,POL-101360,2024-08-15,,,Vehicle Collision,22071.46,Repudiated,Material Non-Disclosure at Inception
CLM-50757,POL-101410,2024-10-06,,,Windscreen Replacement,14137.92,Repudiated,Unlicensed / Unauthorised Driver
CLM-50758,POL-102088,2025-05-02,2025-05-24,22,Fleet Hail Damage,132418.73,Settled,
CLM-50759,POL-100511,2024-12-13,2024-12-16,3,Vehicle Theft / Hijack,117019.25,Settled,
CLM-50760,POL-103040,2025-07-05,2025-07-14,9,Vehicle Collision,13011.62,Settled,
CLM-50761,POL-101096,2024-07-26,2024-08-12,17,Geyser Burst / Water Damage,10766.92,Settled,
CLM-50762,POL-103276,2024-12-14,2024-12-19,5,Hail Damage,36303.89,Approved,
CLM-50763,POL-101065,2024-04-30,2024-05-09,9,Accidental Damage,19162.96,Settled,
CLM-50764,POL-102453,2024-12-08,,,Hail Damage,39600.14,Repudiated,Failure to Take Reasonable Precautions
CLM-50765,POL-101745,2025-10-10,,,Premises Liability,182119.57,Under Investigation,
CLM-50766,POL-102803,2025-01-16,2025-01-26,10,Storm / Roof Damage,37385.69,Settled,
CLM-50767,POL-104569,2025-06-02,2025-06-21,19,Vehicle Theft / Hijack,208500.57,Settled,
CLM-50768,POL-101184,2025-07-16,,,Windscreen Replacement,8701.99,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50769,POL-101574,2025-01-01,2025-02-02,32,Driver Vehicle Rollover,565224.51,Settled,
CLM-50770,POL-100679,2025-01-12,2025-01-19,7,Storm / Roof Damage,55095.57,Settled,
CLM-50771,POL-101061,2025-02-24,2025-03-18,22,Vehicle Theft / Hijack,159766.22,Approved,
CLM-50772,POL-104274,2025-10-10,2025-10-19,9,Power Surge,12447.32,Settled,
CLM-50773,POL-102507,2025-09-15,2025-10-01,16,Third Party Liability,50884.11,Settled,
CLM-50774,POL-100259,2025-03-07,2025-03-19,12,Third Party Liability,30732.21,Settled,
CLM-50775,POL-102475,2025-02-07,,,Hail Damage,39400.35,Repudiated,Failure to Take Reasonable Precautions
CLM-50776,POL-103074,2025-09-01,2025-09-28,27,Agricultural Machinery Breakdown,211493.26,Settled,
CLM-50777,POL-104331,2025-01-03,,,Hail Damage,32545.29,Repudiated,Material Non-Disclosure at Inception
CLM-50778,POL-102805,2025-02-08,2025-03-01,21,Power Surge,8610.84,Approved,
CLM-50779,POL-104202,2025-07-28,2025-08-20,23,Business Interruption,91838.85,Settled,
CLM-50780,POL-101004,2024-12-23,2025-01-11,19,Geyser Burst / Water Damage,25269.07,Settled,
CLM-50781,POL-104997,2025-01-04,2025-01-17,13,Farm Property Fire,332187.72,Settled,
CLM-50782,POL-102429,2025-11-30,,,Driver Vehicle Rollover,451671.04,Repudiated,Unlicensed / Unauthorised Driver
CLM-50783,POL-103551,2025-06-24,,,Windscreen Replacement,4351.09,Repudiated,Failure to Take Reasonable Precautions
CLM-50784,POL-104801,2025-02-20,2025-03-04,12,Vehicle Theft / Hijack,125428.74,Settled,
CLM-50785,POL-103100,2025-05-29,2025-06-16,18,Livestock Loss,194187.26,Settled,
CLM-50786,POL-103675,2025-08-06,2025-08-16,10,Windscreen Replacement,6323.17,Settled,
CLM-50787,POL-101325,2025-01-29,2025-03-02,32,Farm Property Fire,274992.15,Settled,
CLM-50788,POL-100533,2024-07-31,,,Storm / Roof Damage,12854.62,Under Investigation,
CLM-50789,POL-100420,2024-04-20,2024-05-04,14,Storm / Roof Damage,27559.74,Settled,
CLM-50790,POL-102469,2025-01-19,2025-02-14,26,Storm / Roof Damage,197399.29,Settled,
CLM-50791,POL-101599,2025-03-30,,,Vehicle Theft / Hijack,175792.71,Under Investigation,
CLM-50792,POL-104124,2024-10-23,2024-11-13,21,Vehicle Theft / Hijack,91789.05,Settled,
CLM-50793,POL-104944,2024-06-09,2024-07-01,22,Crop Hail Damage,76189.22,Settled,
CLM-50794,POL-104038,2024-10-31,,,Driver Vehicle Rollover,555958.12,Repudiated,Unlicensed / Unauthorised Driver
CLM-50795,POL-100797,2025-10-31,2025-11-20,20,Major Fleet Theft,357213.59,Settled,
CLM-50796,POL-103268,2024-03-16,2024-04-05,20,Accidental Damage,11728.43,Settled,
CLM-50797,POL-103585,2024-03-15,2024-04-03,19,Third Party Liability,43243.97,Settled,
CLM-50798,POL-100751,2024-06-24,2024-07-10,16,Windscreen Replacement,3715.86,Settled,
CLM-50799,POL-100922,2024-08-08,2024-08-20,12,Housebreaking / Theft,83479.79,Settled,
CLM-50800,POL-100281,2025-10-18,2025-11-05,18,Hail Damage,21988.14,Settled,
CLM-50801,POL-104859,2025-05-24,2025-06-08,15,Cargo Loss in Transit,287863.53,Settled,
CLM-50802,POL-102012,2024-11-15,2024-12-01,16,Third Party Liability,57737.02,Settled,
CLM-50803,POL-100533,2024-12-20,2025-01-01,12,Accidental Damage,40459.23,Settled,
CLM-50804,POL-103836,2025-07-10,2025-07-29,19,Geyser Burst / Water Damage,24216.19,Approved,
CLM-50805,POL-103451,2024-09-23,,,Windscreen Replacement,9161.03,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50806,POL-102549,2025-10-03,2025-10-20,17,Vehicle Collision,47232.54,Settled,
CLM-50807,POL-103708,2025-08-15,2025-08-29,14,Vehicle Theft / Hijack,153207.2,Settled,
CLM-50808,POL-100255,2024-11-01,2024-12-11,40,Farm Property Fire,414216.32,Settled,
CLM-50809,POL-101421,2025-06-10,,,Severe Drought / Heat Stress,156746.07,Repudiated,Failure to Take Reasonable Precautions
CLM-50810,POL-102783,2025-01-20,2025-02-20,31,Commercial Fire Damage,587138.07,Settled,
CLM-50811,POL-102577,2025-08-27,2025-09-22,26,Major Fleet Theft,429031.5,Settled,
CLM-50812,POL-100754,2024-10-18,2024-11-18,31,Business Interruption,146739.74,Settled,
CLM-50813,POL-102850,2024-12-15,2025-01-05,21,Hail Damage,32109.47,Approved,
CLM-50814,POL-102648,2025-08-26,2025-09-09,14,Building Storm Inundation,200355.48,Settled,
CLM-50815,POL-103227,2025-11-02,,,Hail Damage,22129.53,Repudiated,Fraudulent / Inflated Claim
CLM-50816,POL-103569,2025-08-21,2025-09-22,32,Major Fleet Theft,672767.14,Settled,
CLM-50817,POL-101552,2025-04-07,2025-04-29,22,Severe Drought / Heat Stress,171322.75,Approved,
CLM-50818,POL-101169,2025-07-13,2025-07-21,8,Power Surge,13368.8,Settled,
CLM-50819,POL-101930,2025-07-05,2025-07-13,8,Hail Damage,57137.43,Settled,
CLM-50820,POL-100545,2025-03-24,2025-04-12,19,Third Party Liability,52629.53,Settled,
CLM-50821,POL-104438,2025-07-22,2025-07-30,8,Power Surge,12010.52,Settled,
CLM-50822,POL-102788,2025-06-13,2025-07-19,36,Fleet Hail Damage,255011.63,Settled,
CLM-50823,POL-103408,2025-12-18,,,Driver Vehicle Rollover,447659.9,Repudiated,Failure to Take Reasonable Precautions
CLM-50824,POL-100020,2024-10-16,2024-11-09,24,Business Interruption,150138.22,Settled,
CLM-50825,POL-104083,2025-11-10,2025-11-24,14,Vehicle Theft / Hijack,150712.56,Settled,
CLM-50826,POL-103535,2025-07-25,2025-08-09,15,Hail Damage,16939.06,Settled,
CLM-50827,POL-103703,2025-06-14,,,Housebreaking / Theft,53295.99,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50828,POL-101292,2024-03-06,2024-04-03,28,Major Fleet Theft,529140.2,Settled,
