PolicyID,InceptionDate,ExpiryDate,ClassID,RegionID,AnnualPremium,PolicyStatus,BrokerChannel
POL-102601,2025-03-28,2026-03-28,4,1,166375.46,Active,Independent Broker
POL-102602,2025-01-21,2026-01-21,1,2,12996.95,Active,Independent Broker
POL-102603,2024-09-11,2025-09-11,5,1,202736.94,Active,Corporate Intermediary
POL-102604,2024-01-25,2025-01-24,4,3,134797.86,Active,Independent Broker
POL-102605,2024-01-23,2025-01-22,2,3,11963.54,Active,Independent Broker
POL-102606,2025-04-01,2026-04-01,2,1,13235.6,Active,Direct Digital
POL-102607,2024-09-23,2025-09-23,3,1,61887.92,Active,Independent Broker
POL-102608,2024-07-19,2025-07-19,1,2,15578.98,Active,Direct Digital
POL-102609,2024-06-11,2025-06-11,1,4,21003.13,Active,Direct Digital
POL-102610,2024-09-18,2025-09-18,2,1,11245.51,Active,Direct Digital
POL-102611,2024-07-09,2025-07-09,1,2,14710.21,Active,Direct Digital
POL-102612,2024-04-04,2025-04-04,4,1,215289.22,Active,Corporate Intermediary
POL-102613,2024-06-29,2025-06-29,2,3,13689.43,Active,Direct Digital
POL-102614,2024-01-18,2025-01-17,1,3,21285.48,Active,Direct Digital
POL-102615,2024-07-02,2025-07-02,3,1,133929.0,Active,Independent Broker
POL-102616,2024-07-02,2025-07-02,1,3,24887.26,Active,Direct Digital
POL-102617,2024-06-24,2025-06-24,5,1,137251.8,Active,Independent Broker
POL-102618,2024-02-28,2025-02-27,2,1,9504.62,Active,Corporate Intermediary
POL-102619,2024-09-04,2025-09-04,4,2,215596.8,Active,Direct Digital
POL-102620,2024-06-28,2025-06-28,5,1,171283.05,Active,Independent Broker
POL-102621,2024-02-13,2025-02-12,1,2,11828.83,Active,Independent Broker
POL-102622,2025-05-16,2026-05-16,4,7,171779.15,Active,Independent Broker
POL-102623,2025-06-21,2026-06-21,2,4,20217.34,Active,Independent Broker
POL-102624,2025-02-18,2026-02-18,5,1,138989.97,Active,Independent Broker
POL-102625,2025-05-26,2026-05-26,1,1,12993.05,Active,Independent Broker
POL-102626,2024-11-01,2025-11-01,1,3,24428.31,Active,Direct Digital
POL-102627,2024-01-25,2025-01-24,2,3,9942.1,Active,Independent Broker
POL-102628,2024-05-30,2025-05-30,2,3,18109.24,Active,Independent Broker
POL-102629,2024-11-05,2025-11-05,2,1,9163.95,Lapsed,Affinity Partner
POL-102630,2024-09-15,2025-09-15,3,2,97029.19,Active,Corporate Intermediary
POL-102631,2025-04-19,2026-04-19,1,2,25337.74,Active,Direct Digital
POL-102632,2024-04-13,2025-04-13,2,2,7933.05,Active,Independent Broker
POL-102633,2025-03-19,2026-03-19,1,3,14420.8,Active,Independent Broker
POL-102634,2024-02-11,2025-02-10,3,1,83592.93,Active,Affinity Partner
POL-102635,2024-06-18,2025-06-18,1,1,11993.4,Active,Direct Digital
POL-102636,2024-01-26,2025-01-25,3,1,116419.59,Active,Independent Broker
POL-102637,2024-12-08,2025-12-08,4,2,159996.81,Active,Independent Broker
POL-102638,2025-06-13,2026-06-13,3,1,146256.9,Active,Independent Broker
POL-102639,2025-06-10,2026-06-10,1,4,22380.65,Active,Independent Broker
POL-102640,2024-03-09,2025-03-09,1,2,15014.49,Active,Independent Broker
POL-102641,2024-09-30,2025-09-30,1,1,22098.58,Active,Independent Broker
POL-102642,2024-10-09,2025-10-09,2,1,7778.1,Active,Affinity Partner
POL-102643,2024-07-18,2025-07-18,2,3,9872.57,Active,Corporate Intermediary
POL-102644,2025-03-13,2026-03-13,3,3,72107.45,Lapsed,Direct Digital
POL-102645,2024-03-08,2025-03-08,1,1,13954.33,Active,Direct Digital
POL-102646,2025-04-24,2026-04-24,1,5,17693.11,Active,Independent Broker
POL-102647,2024-12-16,2025-12-16,4,6,314967.24,Active,Affinity Partner
POL-102648,2024-09-21,2025-09-21,3,3,106655.19,Lapsed,Independent Broker
POL-102649,2024-11-30,2025-11-30,3,1,120794.72,Active,Independent Broker
POL-102650,2024-10-12,2025-10-12,4,7,294664.58,Active,Direct Digital
POL-102651,2025-05-09,2026-05-09,1,2,25015.02,Active,Affinity Partner
POL-102652,2025-02-18,2026-02-18,1,3,14525.62,Active,Direct Digital
POL-102653,2024-05-31,2025-05-31,3,1,141649.61,Active,Affinity Partner
POL-102654,2025-04-20,2026-04-20,1,1,21037.06,Active,Independent Broker
POL-102655,2025-02-13,2026-02-13,2,3,11770.74,Active,Direct Digital
POL-102656,2025-05-07,2026-05-07,4,1,264866.68,Lapsed,Direct Digital
POL-102657,2025-02-19,2026-02-19,2,1,12916.28,Cancelled,Independent Broker
POL-102658,2025-01-14,2026-01-14,1,1,13465.19,Active,Independent Broker
POL-102659,2025-02-09,2026-02-09,4,1,174302.84,Active,Direct Digital
POL-102660,2024-06-17,2025-06-17,2,1,15452.15,Active,Corporate Intermediary
POL-102661,2024-04-13,2025-04-13,1,1,22657.59,Active,Independent Broker
POL-102662,2025-05-19,2026-05-19,1,5,20226.7,Cancelled,Direct Digital
POL-102663,2024-06-30,2025-06-30,1,1,14379.34,Active,Independent Broker
POL-102664,2024-12-31,2025-12-31,4,3,96442.45,Active,Independent Broker
POL-102665,2024-04-12,2025-04-12,1,3,10950.47,Active,Direct Digital
POL-102666,2024-07-15,2025-07-15,1,2,23116.73,Active,Direct Digital
POL-102667,2024-10-25,2025-10-25,4,3,92562.41,Active,Direct Digital
POL-102668,2025-04-18,2026-04-18,4,1,113561.54,Active,Independent Broker
POL-102669,2025-05-23,2026-05-23,4,1,243812.85,Active,Corporate Intermediary
POL-102670,2024-06-15,2025-06-15,4,2,273516.34,Active,Independent Broker
POL-102671,2024-10-27,2025-10-27,4,5,274586.32,Active,Affinity Partner
POL-102672,2024-11-12,2025-11-12,4,2,126584.08,Active,Independent Broker
POL-102673,2024-02-07,2025-02-06,1,1,19238.0,Active,Direct Digital
POL-102674,2025-04-04,2026-04-04,1,1,21453.42,Active,Independent Broker
POL-102675,2024-11-23,2025-11-23,3,1,126799.58,Active,Direct Digital
POL-102676,2024-11-05,2025-11-05,5,1,202250.24,Active,Independent Broker
POL-102677,2025-02-04,2026-02-04,1,2,10683.31,Active,Corporate Intermediary
POL-102678,2024-09-15,2025-09-15,2,1,18412.76,Active,Affinity Partner
POL-102679,2024-11-27,2025-11-27,2,1,18457.78,Active,Independent Broker
POL-102680,2024-11-18,2025-11-18,5,3,197582.76,Active,Corporate Intermediary
POL-102681,2024-06-17,2025-06-17,1,2,11128.75,Active,Independent Broker
POL-102682,2024-02-13,2025-02-12,1,1,18009.66,Active,Direct Digital
POL-102683,2024-07-26,2025-07-26,5,1,121037.93,Active,Independent Broker
POL-102684,2024-12-17,2025-12-17,4,2,157609.06,Active,Corporate Intermediary
POL-102685,2025-05-28,2026-05-28,1,1,12024.02,Active,Corporate Intermediary
POL-102686,2025-06-01,2026-06-01,2,3,12591.52,Active,Independent Broker
POL-102687,2024-07-20,2025-07-20,2,7,20307.47,Active,Independent Broker
POL-102688,2024-10-24,2025-10-24,3,7,95859.49,Active,Direct Digital
POL-102689,2024-03-05,2025-03-05,3,2,151627.71,Lapsed,Independent Broker
POL-102690,2024-08-24,2025-08-24,2,3,10276.01,Active,Corporate Intermediary
POL-102691,2024-02-09,2025-02-08,1,4,24431.84,Active,Direct Digital
POL-102692,2024-08-22,2025-08-22,1,1,25212.94,Active,Independent Broker
POL-102693,2025-03-16,2026-03-16,1,1,22759.22,Active,Corporate Intermediary
POL-102694,2025-03-02,2026-03-02,1,3,23844.15,Active,Corporate Intermediary
POL-102695,2024-11-09,2025-11-09,5,3,162763.41,Active,Independent Broker
POL-102696,2024-10-21,2025-10-21,5,1,195389.76,Lapsed,Independent Broker
POL-102697,2024-12-02,2025-12-02,1,3,20360.08,Active,Independent Broker
POL-102698,2024-12-02,2025-12-02,4,1,306911.75,Active,Direct Digital
POL-102699,2024-09-21,2025-09-21,1,4,14393.99,Active,Direct Digital
POL-102700,2025-03-12,2026-03-12,1,6,12288.08,Active,Affinity Partner
POL-102701,2024-11-12,2025-11-12,3,5,106744.32,Active,Affinity Partner
POL-102702,2024-05-04,2025-05-04,1,1,10682.11,Active,Corporate Intermediary
POL-102703,2024-10-03,2025-10-03,1,1,22144.36,Active,Independent Broker
POL-102704,2025-04-21,2026-04-21,3,1,98786.54,Active,Corporate Intermediary
POL-102705,2024-12-30,2025-12-30,1,2,12492.94,Active,Independent Broker
POL-102706,2024-09-13,2025-09-13,5,1,204856.39,Active,Affinity Partner
POL-102707,2024-03-29,2025-03-29,1,1,11991.33,Active,Corporate Intermediary
POL-102708,2024-07-17,2025-07-17,3,7,116525.29,Active,Corporate Intermediary
POL-102709,2025-03-18,2026-03-18,1,3,22324.14,Active,Direct Digital
POL-102710,2025-05-10,2026-05-10,5,3,177114.84,Active,Affinity Partner
POL-102711,2024-08-20,2025-08-20,4,7,196121.92,Active,Independent Broker
POL-102712,2025-01-12,2026-01-12,1,1,10196.62,Active,Independent Broker
POL-102713,2024-01-18,2025-01-17,4,2,233935.62,Active,Corporate Intermediary
POL-102714,2024-11-18,2025-11-18,2,1,9050.3,Active,Independent Broker
POL-102715,2024-04-29,2025-04-29,4,1,190990.3,Active,Independent Broker
POL-102716,2024-12-14,2025-12-14,1,4,22897.6,Active,Independent Broker
POL-102717,2024-09-08,2025-09-08,2,3,18545.87,Active,Corporate Intermediary
POL-102718,2024-02-26,2025-02-25,2,4,20504.28,Active,Direct Digital
POL-102719,2025-01-23,2026-01-23,1,1,15175.04,Active,Direct Digital
POL-102720,2025-01-07,2026-01-07,1,3,14657.52,Active,Direct Digital
POL-102721,2024-10-18,2025-10-18,2,1,17022.84,Active,Affinity Partner
POL-102722,2024-04-12,2025-04-12,2,1,8513.17,Active,Independent Broker
POL-102723,2024-05-06,2025-05-06,1,3,13081.89,Active,Direct Digital
POL-102724,2024-10-10,2025-10-10,2,7,14792.88,Active,Corporate Intermediary
POL-102725,2024-10-31,2025-10-31,3,4,77110.44,Lapsed,Corporate Intermediary
POL-102726,2024-02-11,2025-02-10,2,2,8482.95,Active,Independent Broker
POL-102727,2024-05-20,2025-05-20,1,1,25163.33,Active,Direct Digital
POL-102728,2025-05-03,2026-05-03,1,2,22875.81,Active,Direct Digital
POL-102729,2024-06-11,2025-06-11,4,3,294281.01,Active,Independent Broker
POL-102730,2024-07-08,2025-07-08,4,3,246670.88,Active,Corporate Intermediary
POL-102731,2025-04-26,2026-04-26,1,6,21213.85,Active,Affinity Partner
POL-102732,2025-06-05,2026-06-05,1,2,9686.7,Active,Direct Digital
POL-102733,2024-07-11,2025-07-11,3,3,70073.58,Active,Independent Broker
POL-102734,2025-02-01,2026-02-01,1,3,14400.38,Active,Affinity Partner
POL-102735,2025-02-25,2026-02-25,3,1,73784.51,Active,Corporate Intermediary
POL-102736,2025-03-06,2026-03-06,1,4,19526.2,Active,Direct Digital
POL-102737,2024-07-14,2025-07-14,5,1,167520.99,Active,Corporate Intermediary
POL-102738,2024-05-02,2025-05-02,4,1,107449.9,Active,Affinity Partner
POL-102739,2024-02-17,2025-02-16,5,1,166291.59,Active,Direct Digital
POL-102740,2024-04-25,2025-04-25,3,1,118918.65,Active,Corporate Intermediary
POL-102741,2024-01-15,2025-01-14,2,1,11910.73,Active,Direct Digital
POL-102742,2024-05-06,2025-05-06,2,2,20686.05,Active,Independent Broker
POL-102743,2024-10-08,2025-10-08,2,4,9981.38,Active,Direct Digital
POL-102744,2024-12-27,2025-12-27,1,4,23673.06,Active,Independent Broker
POL-102745,2024-10-07,2025-10-07,2,1,10679.14,Active,Direct Digital
POL-102746,2024-03-02,2025-03-02,5,2,139127.94,Active,Direct Digital
POL-102747,2024-10-21,2025-10-21,1,1,14180.98,Active,Direct Digital
POL-102748,2024-03-07,2025-03-07,4,2,160221.53,Active,Independent Broker
POL-102749,2024-10-09,2025-10-09,3,2,73817.46,Active,Independent Broker
POL-102750,2024-05-16,2025-05-16,1,7,13444.5,Active,Direct Digital
POL-102751,2025-06-05,2026-06-05,4,1,101906.98,Active,Independent Broker
POL-102752,2024-04-11,2025-04-11,1,4,18070.28,Active,Independent Broker
POL-102753,2024-03-05,2025-03-05,3,1,70464.64,Active,Corporate Intermediary
POL-102754,2024-07-06,2025-07-06,4,3,314475.68,Active,Affinity Partner
POL-102755,2024-12-01,2025-12-01,5,5,180846.71,Active,Independent Broker
POL-102756,2025-05-07,2026-05-07,1,1,11378.85,Active,Corporate Intermediary
POL-102757,2024-09-14,2025-09-14,4,1,218617.13,Active,Independent Broker
POL-102758,2024-12-31,2025-12-31,1,2,17338.41,Active,Direct Digital
POL-102759,2024-02-16,2025-02-15,2,2,13705.1,Active,Independent Broker
POL-102760,2024-08-21,2025-08-21,2,3,7426.75,Active,Independent Broker
POL-102761,2024-05-20,2025-05-20,1,2,23811.45,Active,Independent Broker
POL-102762,2024-03-15,2025-03-15,1,5,25832.3,Active,Independent Broker
POL-102763,2024-08-14,2025-08-14,5,1,87139.98,Active,Direct Digital
POL-102764,2025-02-22,2026-02-22,1,1,20145.52,Lapsed,Corporate Intermediary
POL-102765,2024-04-05,2025-04-05,2,1,15642.48,Active,Direct Digital
POL-102766,2024-09-03,2025-09-03,1,2,20899.55,Active,Independent Broker
POL-102767,2024-01-07,2025-01-06,3,1,135895.23,Lapsed,Direct Digital
POL-102768,2025-05-30,2026-05-30,3,1,151127.71,Active,Independent Broker
POL-102769,2024-12-23,2025-12-23,2,7,13442.51,Active,Direct Digital
POL-102770,2024-04-09,2025-04-09,4,3,80233.54,Active,Direct Digital
POL-102771,2024-06-09,2025-06-09,1,6,10341.35,Active,Corporate Intermediary
POL-102772,2024-07-21,2025-07-21,1,1,17158.02,Active,Direct Digital
POL-102773,2024-05-17,2025-05-17,1,1,21502.2,Active,Independent Broker
POL-102774,2024-11-02,2025-11-02,4,2,112712.72,Active,Affinity Partner
POL-102775,2025-04-30,2026-04-30,2,1,9564.98,Active,Direct Digital
POL-102776,2025-03-06,2026-03-06,1,1,22136.45,Active,Direct Digital
POL-102777,2024-04-21,2025-04-21,2,1,16855.69,Active,Independent Broker
POL-102778,2024-12-03,2025-12-03,2,1,18637.1,Active,Independent Broker
POL-102779,2024-08-08,2025-08-08,2,2,9575.46,Active,Independent Broker
POL-102780,2024-11-19,2025-11-19,1,3,13112.01,Active,Corporate Intermediary
POL-102781,2024-01-21,2025-01-20,1,2,14446.76,Active,Independent Broker
POL-102782,2024-04-03,2025-04-03,3,1,135999.01,Active,Direct Digital
POL-102783,2024-04-25,2025-04-25,3,2,88563.63,Active,Independent Broker
POL-102784,2024-05-18,2025-05-18,1,3,12548.6,Active,Corporate Intermediary
POL-102785,2024-09-03,2025-09-03,1,3,23676.17,Active,Direct Digital
POL-102786,2024-03-26,2025-03-26,2,3,14618.42,Active,Independent Broker
POL-102787,2024-05-19,2025-05-19,1,1,16614.62,Active,Direct Digital
POL-102788,2024-08-13,2025-08-13,4,4,96898.86,Active,Independent Broker
POL-102789,2025-03-08,2026-03-08,5,4,142943.47,Active,Independent Broker
POL-102790,2024-06-17,2025-06-17,4,1,318224.21,Active,Direct Digital
POL-102791,2024-01-12,2025-01-11,5,1,181801.72,Active,Corporate Intermediary
POL-102792,2024-02-01,2025-01-31,1,2,12304.75,Active,Independent Broker
POL-102793,2024-03-24,2025-03-24,1,5,12722.92,Lapsed,Direct Digital
POL-102794,2025-01-15,2026-01-15,1,4,21874.94,Active,Independent Broker
POL-102795,2024-12-27,2025-12-27,2,2,16476.06,Active,Independent Broker
POL-102796,2024-10-23,2025-10-23,5,1,94336.69,Active,Corporate Intermediary
POL-102797,2025-05-03,2026-05-03,2,3,14406.67,Active,Direct Digital
POL-102798,2024-10-22,2025-10-22,3,4,135020.56,Active,Independent Broker
POL-102799,2025-06-03,2026-06-03,2,2,7562.27,Active,Direct Digital
POL-102800,2024-09-24,2025-09-24,1,2,15263.78,Active,Independent Broker
POL-102801,2025-06-12,2026-06-12,2,3,9269.43,Active,Direct Digital
POL-102802,2025-02-26,2026-02-26,1,1,17991.59,Cancelled,Independent Broker
POL-102803,2024-02-20,2025-02-19,2,1,18537.78,Active,Independent Broker
POL-102804,2024-02-12,2025-02-11,3,6,46646.37,Active,Independent Broker
POL-102805,2024-09-03,2025-09-03,2,3,19013.15,Active,Independent Broker
POL-102806,2024-01-18,2025-01-17,5,4,182364.35,Lapsed,Corporate Intermediary
POL-102807,2025-06-22,2026-06-22,1,1,10658.04,Active,Direct Digital
POL-102808,2024-05-05,2025-05-05,2,1,18721.6,Active,Independent Broker
POL-102809,2024-01-06,2025-01-05,1,4,21625.87,Cancelled,Independent Broker
POL-102810,2025-04-30,2026-04-30,3,1,102848.28,Active,Corporate Intermediary
POL-102811,2024-03-06,2025-03-06,2,1,10542.74,Active,Direct Digital
POL-102812,2025-02-13,2026-02-13,4,5,147312.02,Active,Independent Broker
POL-102813,2024-11-10,2025-11-10,2,1,9388.58,Active,Independent Broker
POL-102814,2024-05-13,2025-05-13,2,6,17208.15,Active,Direct Digital
POL-102815,2024-11-13,2025-11-13,5,1,63968.61,Active,Corporate Intermediary
POL-102816,2024-10-25,2025-10-25,4,2,113384.64,Lapsed,Independent Broker
POL-102817,2024-10-24,2025-10-24,1,1,16213.78,Active,Independent Broker
POL-102818,2024-12-14,2025-12-14,3,5,64060.73,Active,Corporate Intermediary
POL-102819,2024-01-24,2025-01-23,4,1,190108.85,Active,Corporate Intermediary
POL-102820,2024-10-24,2025-10-24,3,3,155276.66,Active,Affinity Partner
POL-102821,2024-01-24,2025-01-23,5,1,174232.61,Active,Independent Broker
POL-102822,2025-05-27,2026-05-27,3,1,139989.05,Active,Independent Broker
POL-102823,2024-05-17,2025-05-17,2,4,18678.2,Active,Independent Broker
POL-102824,2024-02-08,2025-02-07,2,5,16019.32,Cancelled,Direct Digital
POL-102825,2024-07-28,2025-07-28,1,1,25503.6,Active,Direct Digital
POL-102826,2025-06-22,2026-06-22,1,3,14767.21,Active,Independent Broker
POL-102827,2024-08-15,2025-08-15,1,1,11076.95,Active,Independent Broker
POL-102828,2025-04-22,2026-04-22,5,1,142544.25,Active,Direct Digital
POL-102829,2024-04-03,2025-04-03,4,5,123507.59,Active,Independent Broker
POL-102830,2024-11-26,2025-11-26,1,1,24071.08,Active,Independent Broker
POL-102831,2024-03-26,2025-03-26,5,4,179430.11,Active,Affinity Partner
POL-102832,2025-02-02,2026-02-02,1,2,25356.13,Active,Corporate Intermediary
POL-102833,2025-06-21,2026-06-21,1,1,24548.78,Active,Direct Digital
POL-102834,2024-01-31,2025-01-30,4,1,156974.18,Active,Independent Broker
POL-102835,2025-06-20,2026-06-20,1,1,20889.71,Active,Independent Broker
POL-102836,2025-05-24,2026-05-24,1,6,14251.85,Cancelled,Direct Digital
POL-102837,2025-03-01,2026-03-01,1,4,20753.98,Active,Independent Broker
POL-102838,2024-12-20,2025-12-20,1,1,10850.53,Active,Corporate Intermediary
POL-102839,2025-06-22,2026-06-22,4,7,215881.91,Active,Direct Digital
POL-102840,2024-08-24,2025-08-24,2,3,13787.39,Active,Independent Broker
POL-102841,2025-02-21,2026-02-21,1,1,22965.12,Active,Direct Digital
POL-102842,2025-06-01,2026-06-01,1,1,13538.34,Active,Independent Broker
POL-102843,2024-03-19,2025-03-19,1,1,24913.96,Active,Corporate Intermediary
POL-102844,2024-10-28,2025-10-28,1,3,18392.12,Lapsed,Direct Digital
POL-102845,2025-01-10,2026-01-10,4,1,265614.52,Active,Independent Broker
POL-102846,2025-02-08,2026-02-08,2,2,20534.77,Active,Independent Broker
POL-102847,2024-04-08,2025-04-08,1,6,11712.1,Active,Direct Digital
POL-102848,2024-02-13,2025-02-12,1,1,18132.21,Active,Independent Broker
POL-102849,2024-03-31,2025-03-31,5,1,115668.3,Active,Direct Digital
POL-102850,2024-08-05,2025-08-05,1,1,22188.55,Active,Independent Broker
POL-102851,2024-02-23,2025-02-22,2,3,14794.02,Active,Direct Digital
POL-102852,2025-05-11,2026-05-11,2,7,14946.92,Lapsed,Independent Broker
POL-102853,2025-06-21,2026-06-21,1,1,21894.48,Active,Direct Digital
POL-102854,2024-01-06,2025-01-05,3,2,134068.71,Active,Direct Digital
POL-102855,2024-05-19,2025-05-19,2,1,10125.06,Active,Independent Broker
POL-102856,2024-05-07,2025-05-07,1,1,20539.22,Active,Independent Broker
POL-102857,2024-02-18,2025-02-17,3,2,159196.48,Active,Direct Digital
POL-102858,2024-10-23,2025-10-23,2,3,9708.54,Active,Affinity Partner
POL-102859,2024-09-18,2025-09-18,3,1,89536.9,Active,Independent Broker
POL-102860,2025-03-06,2026-03-06,5,4,147361.59,Active,Corporate Intermediary
POL-102861,2024-10-30,2025-10-30,3,4,113349.89,Active,Independent Broker
POL-102862,2025-04-12,2026-04-12,1,3,14446.98,Active,Independent Broker
POL-102863,2025-01-28,2026-01-28,4,3,135809.2,Active,Direct Digital
POL-102864,2024-01-22,2025-01-21,5,3,200847.53,Active,Corporate Intermediary
POL-102865,2024-07-18,2025-07-18,1,1,11377.02,Active,Corporate Intermediary
POL-102866,2024-08-16,2025-08-16,2,7,9149.83,Cancelled,Independent Broker
POL-102867,2024-02-26,2025-02-25,2,4,16855.55,Cancelled,Independent Broker
POL-102868,2025-02-11,2026-02-11,4,1,187009.47,Active,Corporate Intermediary
POL-102869,2025-03-28,2026-03-28,1,6,13140.87,Active,Affinity Partner
POL-102870,2024-08-21,2025-08-21,3,3,68006.89,Active,Independent Broker
POL-102871,2025-01-05,2026-01-05,4,1,295137.87,Active,Independent Broker
POL-102872,2024-01-18,2025-01-17,2,1,19582.06,Cancelled,Corporate Intermediary
POL-102873,2024-04-30,2025-04-30,1,5,18886.79,Active,Direct Digital
POL-102874,2024-05-30,2025-05-30,2,3,17730.85,Active,Direct Digital
POL-102875,2024-09-29,2025-09-29,1,3,15871.92,Active,Independent Broker
POL-102876,2024-03-15,2025-03-15,1,1,18813.42,Active,Direct Digital
POL-102877,2024-05-29,2025-05-29,5,1,187229.52,Active,Independent Broker
POL-102878,2024-05-03,2025-05-03,1,1,22346.39,Active,Direct Digital
POL-102879,2024-11-14,2025-11-14,3,1,115872.87,Active,Direct Digital
POL-102880,2024-06-17,2025-06-17,3,7,68400.69,Active,Corporate Intermediary
POL-102881,2025-03-20,2026-03-20,4,2,297298.06,Active,Affinity Partner
POL-102882,2024-04-29,2025-04-29,5,2,135662.89,Active,Independent Broker
POL-102883,2024-12-08,2025-12-08,1,1,25103.63,Active,Direct Digital
POL-102884,2024-10-12,2025-10-12,1,1,19929.74,Active,Independent Broker
POL-102885,2024-02-25,2025-02-24,2,2,17876.43,Active,Independent Broker
POL-102886,2025-03-29,2026-03-29,4,2,228609.53,Active,Independent Broker
POL-102887,2024-10-13,2025-10-13,1,1,24289.78,Active,Independent Broker
POL-102888,2025-02-04,2026-02-04,1,1,21314.77,Active,Direct Digital
POL-102889,2025-02-16,2026-02-16,5,2,164136.88,Active,Independent Broker
POL-102890,2024-04-04,2025-04-04,5,3,173247.99,Active,Affinity Partner
POL-102891,2024-02-18,2025-02-17,1,3,21068.2,Active,Corporate Intermediary
POL-102892,2024-09-26,2025-09-26,1,2,24959.82,Active,Direct Digital
POL-102893,2024-07-18,2025-07-18,1,1,17043.41,Active,Direct Digital
POL-102894,2024-11-17,2025-11-17,2,6,20042.43,Active,Affinity Partner
POL-102895,2025-02-14,2026-02-14,1,2,18532.84,Active,Direct Digital
POL-102896,2024-06-17,2025-06-17,4,1,94255.67,Active,Independent Broker
POL-102897,2024-08-12,2025-08-12,5,2,90455.41,Active,Independent Broker
POL-102898,2024-05-15,2025-05-15,2,3,14736.36,Cancelled,Independent Broker
POL-102899,2024-07-13,2025-07-13,1,2,10819.11,Active,Direct Digital
POL-102900,2024-09-27,2025-09-27,4,1,252866.73,Active,Independent Broker
POL-102901,2024-02-18,2025-02-17,1,2,14421.87,Active,Corporate Intermediary
POL-102902,2025-03-17,2026-03-17,2,1,20930.02,Active,Direct Digital
POL-102903,2024-09-13,2025-09-13,1,2,17314.53,Active,Direct Digital
POL-102904,2025-04-19,2026-04-19,5,3,163436.98,Active,Direct Digital
POL-102905,2024-01-15,2025-01-14,1,4,11113.2,Active,Corporate Intermediary
POL-102906,2024-07-05,2025-07-05,1,4,12771.52,Active,Affinity Partner
POL-102907,2024-06-24,2025-06-24,3,3,82136.23,Active,Corporate Intermediary
POL-102908,2025-03-24,2026-03-24,1,7,16586.74,Active,Corporate Intermediary
POL-102909,2024-09-05,2025-09-05,1,3,12506.35,Active,Independent Broker
POL-102910,2024-01-30,2025-01-29,2,1,15099.47,Active,Independent Broker
POL-102911,2025-05-19,2026-05-19,4,3,208426.6,Active,Independent Broker
POL-102912,2024-05-01,2025-05-01,2,2,16861.54,Active,Affinity Partner
POL-102913,2024-08-29,2025-08-29,2,3,17962.42,Active,Corporate Intermediary
POL-102914,2025-01-08,2026-01-08,5,1,113939.86,Active,Independent Broker
POL-102915,2024-06-24,2025-06-24,1,1,19918.47,Active,Direct Digital
POL-102916,2025-02-06,2026-02-06,4,4,164679.92,Active,Independent Broker
POL-102917,2025-04-03,2026-04-03,1,5,13944.5,Active,Independent Broker
POL-102918,2025-06-19,2026-06-19,4,7,304581.44,Active,Independent Broker
POL-102919,2024-12-01,2025-12-01,3,2,156332.15,Active,Affinity Partner
POL-102920,2024-10-01,2025-10-01,1,2,19824.37,Active,Corporate Intermediary
POL-102921,2024-01-17,2025-01-16,1,1,24231.7,Active,Independent Broker
POL-102922,2024-02-04,2025-02-03,4,5,253761.01,Active,Independent Broker
POL-102923,2024-09-13,2025-09-13,3,1,118507.74,Active,Independent Broker
POL-102924,2025-06-08,2026-06-08,3,4,49790.04,Active,Independent Broker
POL-102925,2025-06-03,2026-06-03,2,7,19798.28,Active,Independent Broker
POL-102926,2024-12-31,2025-12-31,1,1,24281.22,Active,Independent Broker
POL-102927,2024-07-19,2025-07-19,3,7,156708.93,Active,Affinity Partner
POL-102928,2025-04-07,2026-04-07,2,2,17967.42,Cancelled,Direct Digital
POL-102929,2025-04-17,2026-04-17,3,4,104799.28,Active,Direct Digital
POL-102930,2025-03-22,2026-03-22,3,3,126787.69,Active,Corporate Intermediary
POL-102931,2024-11-23,2025-11-23,3,3,65146.12,Cancelled,Direct Digital
POL-102932,2024-11-21,2025-11-21,4,3,75160.38,Active,Independent Broker
POL-102933,2024-08-31,2025-08-31,2,1,16797.92,Lapsed,Independent Broker
POL-102934,2025-01-04,2026-01-04,5,2,114759.66,Active,Independent Broker
POL-102935,2024-02-09,2025-02-08,1,5,11647.14,Active,Independent Broker
POL-102936,2024-12-16,2025-12-16,2,1,10666.64,Lapsed,Independent Broker
POL-102937,2025-02-07,2026-02-07,1,1,15389.53,Active,Direct Digital
POL-102938,2024-09-09,2025-09-09,4,1,242463.77,Active,Corporate Intermediary
POL-102939,2025-02-04,2026-02-04,1,1,18557.39,Lapsed,Independent Broker
POL-102940,2024-04-15,2025-04-15,2,2,9469.02,Active,Independent Broker
POL-102941,2024-12-01,2025-12-01,1,3,22088.57,Active,Affinity Partner
POL-102942,2024-07-01,2025-07-01,2,2,9513.97,Active,Independent Broker
POL-102943,2024-08-14,2025-08-14,4,1,159114.64,Active,Independent Broker
POL-102944,2024-04-14,2025-04-14,1,3,11341.85,Active,Independent Broker
POL-102945,2024-01-27,2025-01-26,4,3,202139.07,Lapsed,Affinity Partner
POL-102946,2024-11-28,2025-11-28,1,4,14855.24,Active,Independent Broker
POL-102947,2024-09-24,2025-09-24,1,1,12784.22,Active,Direct Digital
POL-102948,2025-06-08,2026-06-08,3,1,151305.6,Active,Independent Broker
POL-102949,2025-05-10,2026-05-10,1,1,12866.02,Active,Independent Broker
POL-102950,2024-08-29,2025-08-29,1,1,11010.57,Active,Independent Broker
